0 U (0, 0) [0, 0]
3582 U (-19, -19) [0, 0]
3583 L (-20, -19) [0, 0]
3584 D (-20, -20) [0, 0]
3585 L (-21, -20) [0, 0]
3586 U (-21, -19) [0, 0]
3587 R (-20, -19) [1, 1]
3588 U (-20, -18) [0, 0]
3589 R (-19, -18) [0, 0]
3590 D (-19, -19) [1, 1]
3591 L (-20, -19) [0, 2]
3592 U (-20, -18) [1, 1]
3593 L (-21, -18) [0, 0]
3594 U (-21, -17) [0, 0]
3595 R (-20, -17) [0, 0]
3596 D (-20, -18) [0, 2]
3597 L (-21, -18) [1, 1]
3598 U (-21, -17) [1, 1]
3599 L (-22, -17) [0, 0]
3600 U (-22, -16) [0, 0]
3601 L (-23, -16) [0, 0]
3602 U (-23, -15) [0, 0]
3603 L (-24, -15) [0, 0]
3604 U (-24, -14) [0, 0]
3605 R (-23, -14) [0, 0]
3606 D (-23, -15) [1, 1]
3607 R (-22, -15) [0, 0]
3608 U (-22, -14) [0, 0]
3609 L (-23, -14) [1, 1]
3610 D (-23, -15) [0, 2]
3611 L (-24, -15) [1, 1]
3612 D (-24, -16) [0, 0]
3613 L (-25, -16) [0, 0]
3614 U (-25, -15) [0, 0]
3615 R (-24, -15) [0, 2]
3616 D (-24, -16) [1, 1]
3617 L (-25, -16) [1, 1]
3618 D (-25, -17) [0, 0]
3619 L (-26, -17) [0, 0]
3620 D (-26, -18) [0, 0]
3621 L (-27, -18) [0, 0]
3622 D (-27, -19) [0, 0]
3623 L (-28, -19) [0, 0]
3624 U (-28, -18) [0, 0]
3625 R (-27, -18) [1, 1]
3626 U (-27, -17) [0, 0]
3627 L (-28, -17) [0, 0]
3628 D (-28, -18) [1, 1]
3629 R (-27, -18) [0, 2]
3630 D (-27, -19) [1, 1]
3631 R (-26, -19) [0, 0]
3632 D (-26, -20) [0, 0]
3633 L (-27, -20) [0, 0]
3634 U (-27, -19) [0, 2]
3635 R (-26, -19) [1, 1]
3636 D (-26, -20) [1, 1]
3637 R (-25, -20) [0, 0]
3638 D (-25, -21) [0, 0]
3639 R (-24, -21) [0, 0]
3640 D (-24, -22) [0, 0]
3641 R (-23, -22) [0, 0]
3642 D (-23, -23) [0, 0]
3643 L (-24, -23) [0, 0]
3644 U (-24, -22) [1, 1]
3645 L (-25, -22) [0, 0]
3646 D (-25, -23) [0, 0]
3647 R (-24, -23) [1, 1]
3648 U (-24, -22) [0, 2]
3649 R (-23, -22) [1, 1]
3650 U (-23, -21) [0, 0]
3651 R (-22, -21) [0, 0]
3652 D (-22, -22) [0, 0]
3653 L (-23, -22) [0, 2]
3654 U (-23, -21) [1, 1]
3655 R (-22, -21) [1, 1]
3656 U (-22, -20) [0, 0]
3657 R (-21, -20) [1, 1]
3658 D (-21, -21) [0, 0]
3659 L (-22, -21) [0, 2]
3660 D (-22, -22) [1, 1]
3661 R (-21, -22) [0, 0]
3662 D (-21, -23) [0, 0]
3663 L (-22, -23) [0, 0]
3664 U (-22, -22) [0, 2]
3665 L (-23, -22) [1, 3]
3666 U (-23, -21) [0, 2]
3667 R (-22, -21) [1, 3]
3668 D (-22, -22) [1, 3]
3669 R (-21, -22) [1, 1]
3670 U (-21, -21) [1, 1]
3671 R (-20, -21) [0, 0]
3672 D (-20, -22) [0, 0]
3673 L (-21, -22) [0, 2]
3674 U (-21, -21) [0, 2]
3675 R (-20, -21) [1, 1]
3676 D (-20, -22) [1, 1]
3677 R (-19, -22) [0, 0]
3678 U (-19, -21) [0, 0]
3679 L (-20, -21) [0, 2]
3680 D (-20, -22) [0, 2]
3681 R (-19, -22) [1, 1]
3682 U (-19, -21) [1, 1]
3683 L (-20, -21) [1, 3]
3684 D (-20, -22) [1, 3]
3685 R (-19, -22) [0, 2]
3686 U (-19, -21) [0, 2]
3687 L (-20, -21) [0, 4]
3688 U (-20, -20) [1, 1]
3689 L (-21, -20) [0, 2]
3690 U (-21, -19) [1, 1]
3691 L (-22, -19) [0, 0]
3692 D (-22, -20) [1, 1]
3693 L (-23, -20) [0, 0]
3694 D (-23, -21) [1, 3]
3695 L (-24, -21) [1, 1]
3696 D (-24, -22) [1, 3]
3697 R (-23, -22) [0, 4]
3698 D (-23, -23) [1, 1]
3699 L (-24, -23) [0, 2]
3700 U (-24, -22) [0, 4]
3701 L (-25, -22) [1, 1]
3702 D (-25, -23) [1, 1]
3703 L (-26, -23) [0, 0]
3704 U (-26, -22) [0, 0]
3705 L (-27, -22) [0, 0]
3706 D (-27, -23) [0, 0]
3707 R (-26, -23) [1, 1]
3708 U (-26, -22) [1, 1]
3709 R (-25, -22) [0, 2]
3710 D (-25, -23) [0, 2]
3711 L (-26, -23) [0, 2]
3712 D (-26, -24) [0, 0]
3713 R (-25, -24) [0, 0]
3714 D (-25, -25) [0, 0]
3715 L (-26, -25) [0, 0]
3716 U (-26, -24) [1, 1]
3717 L (-27, -24) [0, 0]
3718 D (-27, -25) [0, 0]
3719 R (-26, -25) [1, 1]
3720 U (-26, -24) [0, 2]
3721 R (-25, -24) [1, 1]
3722 U (-25, -23) [1, 3]
3723 L (-26, -23) [1, 3]
3724 D (-26, -24) [1, 3]
3725 R (-25, -24) [0, 2]
3726 D (-25, -25) [1, 1]
3727 L (-26, -25) [0, 2]
3728 U (-26, -24) [0, 4]
3729 R (-25, -24) [1, 3]
3730 D (-25, -25) [0, 2]
3731 L (-26, -25) [1, 3]
3732 U (-26, -24) [1, 5]
3733 R (-25, -24) [0, 4]
3734 U (-25, -23) [0, 4]
3735 L (-26, -23) [0, 4]
3736 U (-26, -22) [0, 2]
3737 L (-27, -22) [1, 1]
3738 D (-27, -23) [1, 1]
3739 R (-26, -23) [1, 5]
3740 D (-26, -24) [0, 6]
3741 L (-27, -24) [1, 1]
3742 U (-27, -23) [0, 2]
3743 L (-28, -23) [0, 0]
3744 U (-28, -22) [0, 0]
3745 R (-27, -22) [0, 2]
3746 D (-27, -23) [1, 3]
3747 R (-26, -23) [0, 6]
3748 U (-26, -22) [1, 3]
3749 R (-25, -22) [1, 3]
3750 D (-25, -23) [1, 5]
3751 R (-24, -23) [1, 3]
3752 D (-24, -24) [0, 0]
3753 L (-25, -24) [1, 5]
3754 D (-25, -25) [1, 3]
3755 R (-24, -25) [0, 0]
3756 D (-24, -26) [0, 0]
3757 R (-23, -26) [0, 0]
3758 D (-23, -27) [0, 0]
3759 R (-22, -27) [0, 0]
3760 U (-22, -26) [0, 0]
3761 L (-23, -26) [1, 1]
3762 U (-23, -25) [0, 0]
3763 R (-22, -25) [0, 0]
3764 U (-22, -24) [0, 0]
3765 L (-23, -24) [0, 0]
3766 U (-23, -23) [0, 2]
3767 R (-22, -23) [1, 1]
3768 U (-22, -22) [0, 4]
3769 R (-21, -22) [1, 3]
3770 U (-21, -21) [1, 3]
3771 L (-22, -21) [0, 4]
3772 D (-22, -22) [1, 5]
3773 R (-21, -22) [0, 4]
3774 D (-21, -23) [1, 1]
3775 R (-20, -23) [0, 0]
3776 D (-20, -24) [0, 0]
3777 L (-21, -24) [0, 0]
3778 D (-21, -25) [0, 0]
3779 L (-22, -25) [1, 1]
3780 U (-22, -24) [1, 1]
3781 R (-21, -24) [1, 1]
3782 U (-21, -23) [0, 2]
3783 L (-22, -23) [0, 2]
3784 U (-22, -22) [0, 6]
3785 L (-23, -22) [1, 5]
3786 D (-23, -23) [1, 3]
3787 R (-22, -23) [1, 3]
3788 U (-22, -22) [1, 7]
3789 L (-23, -22) [0, 6]
3790 D (-23, -23) [0, 4]
3791 R (-22, -23) [0, 4]
3792 U (-22, -22) [0, 8]
3793 R (-21, -22) [1, 5]
3794 U (-21, -21) [0, 4]
3795 R (-20, -21) [1, 5]
3796 D (-20, -22) [0, 4]
3797 R (-19, -22) [1, 3]
3798 D (-19, -23) [0, 0]
3799 R (-18, -23) [0, 0]
3800 D (-18, -24) [0, 0]
3801 L (-19, -24) [0, 0]
3802 U (-19, -23) [1, 1]
3803 L (-20, -23) [1, 1]
3804 U (-20, -22) [1, 5]
3805 L (-21, -22) [0, 6]
3806 D (-21, -23) [1, 3]
3807 R (-20, -23) [0, 2]
3808 U (-20, -22) [0, 6]
3809 R (-19, -22) [0, 4]
3810 D (-19, -23) [0, 2]
3811 L (-20, -23) [1, 3]
3812 D (-20, -24) [1, 1]
3813 L (-21, -24) [0, 2]
3814 D (-21, -25) [1, 1]
3815 L (-22, -25) [0, 2]
3816 U (-22, -24) [0, 2]
3817 L (-23, -24) [1, 1]
3818 D (-23, -25) [1, 1]
3819 R (-22, -25) [1, 3]
3820 U (-22, -24) [1, 3]
3821 L (-23, -24) [0, 2]
3822 D (-23, -25) [0, 2]
3823 R (-22, -25) [0, 4]
3824 D (-22, -26) [1, 1]
3825 L (-23, -26) [0, 2]
3826 U (-23, -25) [1, 3]
3827 L (-24, -25) [1, 1]
3828 U (-24, -24) [1, 1]
3829 R (-23, -24) [1, 3]
3830 D (-23, -25) [0, 4]
3831 R (-22, -25) [1, 5]
3832 U (-22, -24) [0, 4]
3833 R (-21, -24) [1, 3]
3834 U (-21, -23) [0, 4]
3835 L (-22, -23) [1, 5]
3836 D (-22, -24) [1, 5]
3837 L (-23, -24) [0, 4]
3838 D (-23, -25) [1, 5]
3839 L (-24, -25) [0, 2]
3840 D (-24, -26) [1, 1]
3841 R (-23, -26) [1, 3]
3842 D (-23, -27) [1, 1]
3843 R (-22, -27) [1, 1]
3844 D (-22, -28) [0, 0]
3845 L (-23, -28) [0, 0]
3846 D (-23, -29) [0, 0]
3847 R (-22, -29) [0, 0]
3848 D (-22, -30) [0, 0]
3849 R (-21, -30) [0, 0]
3850 D (-21, -31) [0, 0]
3851 R (-20, -31) [0, 0]
3852 U (-20, -30) [0, 0]
3853 L (-21, -30) [1, 1]
3854 U (-21, -29) [0, 0]
3855 R (-20, -29) [0, 0]
3856 D (-20, -30) [1, 1]
3857 R (-19, -30) [0, 0]
3858 D (-19, -31) [0, 0]
3859 L (-20, -31) [1, 1]
3860 D (-20, -32) [0, 0]
3861 L (-21, -32) [0, 0]
3862 U (-21, -31) [1, 1]
3863 L (-22, -31) [0, 0]
3864 D (-22, -32) [0, 0]
3865 L (-23, -32) [0, 0]
3866 U (-23, -31) [0, 0]
3867 L (-24, -31) [0, 0]
3868 U (-24, -30) [0, 0]
3869 R (-23, -30) [0, 0]
3870 U (-23, -29) [1, 1]
3871 L (-24, -29) [0, 0]
3872 U (-24, -28) [0, 0]
3873 L (-25, -28) [0, 0]
3874 U (-25, -27) [0, 0]
3875 R (-24, -27) [0, 0]
3876 D (-24, -28) [1, 1]
3877 R (-23, -28) [1, 1]
3878 U (-23, -27) [0, 2]
3879 R (-22, -27) [0, 2]
3880 D (-22, -28) [1, 1]
3881 L (-23, -28) [0, 2]
3882 U (-23, -27) [1, 3]
3883 L (-24, -27) [1, 1]
3884 D (-24, -28) [0, 2]
3885 L (-25, -28) [1, 1]
3886 D (-25, -29) [0, 0]
3887 R (-24, -29) [1, 1]
3888 D (-24, -30) [1, 1]
3889 R (-23, -30) [1, 1]
3890 U (-23, -29) [0, 2]
3891 L (-24, -29) [0, 2]
3892 U (-24, -28) [1, 3]
3893 R (-23, -28) [1, 3]
3894 D (-23, -29) [1, 3]
3895 R (-22, -29) [1, 1]
3896 D (-22, -30) [1, 1]
3897 R (-21, -30) [0, 2]
3898 U (-21, -29) [1, 1]
3899 R (-20, -29) [1, 1]
3900 D (-20, -30) [0, 2]
3901 L (-21, -30) [1, 3]
3902 D (-21, -31) [0, 2]
3903 R (-20, -31) [0, 2]
3904 U (-20, -30) [1, 3]
3905 R (-19, -30) [1, 1]
3906 D (-19, -31) [1, 1]
3907 L (-20, -31) [1, 3]
3908 D (-20, -32) [1, 1]
3909 L (-21, -32) [1, 1]
3910 U (-21, -31) [1, 3]
3911 L (-22, -31) [1, 1]
3912 U (-22, -30) [0, 2]
3913 R (-21, -30) [0, 4]
3914 D (-21, -31) [0, 4]
3915 R (-20, -31) [0, 4]
3916 U (-20, -30) [0, 4]
3917 L (-21, -30) [1, 5]
3918 U (-21, -29) [0, 2]
3919 L (-22, -29) [0, 2]
3920 D (-22, -30) [1, 3]
3921 L (-23, -30) [0, 2]
3922 D (-23, -31) [1, 1]
3923 R (-22, -31) [0, 2]
3924 D (-22, -32) [1, 1]
3925 R (-21, -32) [0, 2]
3926 D (-21, -33) [0, 0]
3927 L (-22, -33) [0, 0]
3928 D (-22, -34) [0, 0]
3929 L (-23, -34) [0, 0]
3930 U (-23, -33) [0, 0]
3931 L (-24, -33) [0, 0]
3932 U (-24, -32) [0, 0]
3933 L (-25, -32) [0, 0]
3934 U (-25, -31) [0, 0]
3935 L (-26, -31) [0, 0]
3936 U (-26, -30) [0, 0]
3937 R (-25, -30) [0, 0]
3938 D (-25, -31) [1, 1]
3939 R (-24, -31) [1, 1]
3940 U (-24, -30) [0, 2]
3941 R (-23, -30) [1, 3]
3942 U (-23, -29) [0, 4]
3943 R (-22, -29) [1, 3]
3944 U (-22, -28) [0, 2]
3945 R (-21, -28) [0, 0]
3946 D (-21, -29) [1, 3]
3947 R (-20, -29) [0, 2]
3948 D (-20, -30) [1, 5]
3949 L (-21, -30) [0, 6]
3950 D (-21, -31) [1, 5]
3951 R (-20, -31) [1, 5]
3952 D (-20, -32) [0, 2]
3953 L (-21, -32) [1, 3]
3954 U (-21, -31) [0, 6]
3955 R (-20, -31) [0, 6]
3956 D (-20, -32) [1, 3]
3957 L (-21, -32) [0, 4]
3958 U (-21, -31) [1, 7]
3959 R (-20, -31) [1, 7]
3960 U (-20, -30) [0, 6]
3961 L (-21, -30) [1, 7]
3962 U (-21, -29) [0, 4]
3963 R (-20, -29) [1, 3]
3964 D (-20, -30) [1, 7]
3965 R (-19, -30) [0, 2]
3966 D (-19, -31) [0, 2]
3967 R (-18, -31) [0, 0]
3968 D (-18, -32) [0, 0]
3969 R (-17, -32) [0, 0]
3970 U (-17, -31) [0, 0]
3971 R (-16, -31) [0, 0]
3972 U (-16, -30) [0, 0]
3973 R (-15, -30) [0, 0]
3974 U (-15, -29) [0, 0]
3975 L (-16, -29) [0, 0]
3976 U (-16, -28) [0, 0]
3977 R (-15, -28) [0, 0]
3978 D (-15, -29) [1, 1]
3979 R (-14, -29) [0, 0]
3980 D (-14, -30) [0, 0]
3981 L (-15, -30) [1, 1]
3982 D (-15, -31) [0, 0]
3983 L (-16, -31) [1, 1]
3984 D (-16, -32) [0, 0]
3985 L (-17, -32) [1, 1]
3986 D (-17, -33) [0, 0]
3987 L (-18, -33) [0, 0]
3988 U (-18, -32) [1, 1]
3989 R (-17, -32) [0, 2]
3990 D (-17, -33) [1, 1]
3991 R (-16, -33) [0, 0]
3992 U (-16, -32) [1, 1]
3993 L (-17, -32) [1, 3]
3994 U (-17, -31) [1, 1]
3995 L (-18, -31) [1, 1]
3996 U (-18, -30) [0, 0]
3997 R (-17, -30) [0, 0]
3998 D (-17, -31) [0, 2]
3999 R (-16, -31) [0, 2]
4000 D (-16, -32) [0, 2]
4001 R (-15, -32) [0, 0]
4002 D (-15, -33) [0, 0]
4003 R (-14, -33) [0, 0]
4004 U (-14, -32) [0, 0]
4005 L (-15, -32) [1, 1]
4006 U (-15, -31) [1, 1]
4007 L (-16, -31) [1, 3]
4008 D (-16, -32) [1, 3]
4009 R (-15, -32) [0, 2]
4010 D (-15, -33) [1, 1]
4011 R (-14, -33) [1, 1]
4012 U (-14, -32) [1, 1]
4013 L (-15, -32) [1, 3]
4014 D (-15, -33) [0, 2]
4015 L (-16, -33) [1, 1]
4016 U (-16, -32) [0, 4]
4017 L (-17, -32) [0, 4]
4018 D (-17, -33) [0, 2]
4019 R (-16, -33) [0, 2]
4020 D (-16, -34) [0, 0]
4021 R (-15, -34) [0, 0]
4022 U (-15, -33) [1, 3]
4023 R (-14, -33) [0, 2]
4024 U (-14, -32) [0, 2]
4025 R (-13, -32) [0, 0]
4026 U (-13, -31) [0, 0]
4027 R (-12, -31) [0, 0]
4028 D (-12, -32) [0, 0]
4029 L (-13, -32) [1, 1]
4030 D (-13, -33) [0, 0]
4031 L (-14, -33) [1, 3]
4032 D (-14, -34) [0, 0]
4033 R (-13, -34) [0, 0]
4034 D (-13, -35) [0, 0]
4035 L (-14, -35) [0, 0]
4036 U (-14, -34) [1, 1]
4037 L (-15, -34) [1, 1]
4038 D (-15, -35) [0, 0]
4039 L (-16, -35) [0, 0]
4040 D (-16, -36) [0, 0]
4041 L (-17, -36) [0, 0]
4042 D (-17, -37) [0, 0]
4043 L (-18, -37) [0, 0]
4044 U (-18, -36) [0, 0]
4045 R (-17, -36) [1, 1]
4046 U (-17, -35) [0, 0]
4047 L (-18, -35) [0, 0]
4048 D (-18, -36) [1, 1]
4049 R (-17, -36) [0, 2]
4050 D (-17, -37) [1, 1]
4051 R (-16, -37) [0, 0]
4052 D (-16, -38) [0, 0]
4053 L (-17, -38) [0, 0]
4054 U (-17, -37) [0, 2]
4055 R (-16, -37) [1, 1]
4056 D (-16, -38) [1, 1]
4057 R (-15, -38) [0, 0]
4058 D (-15, -39) [0, 0]
4059 R (-14, -39) [0, 0]
4060 D (-14, -40) [0, 0]
4061 R (-13, -40) [0, 0]
4062 D (-13, -41) [0, 0]
4063 L (-14, -41) [0, 0]
4064 U (-14, -40) [1, 1]
4065 L (-15, -40) [0, 0]
4066 D (-15, -41) [0, 0]
4067 R (-14, -41) [1, 1]
4068 U (-14, -40) [0, 2]
4069 R (-13, -40) [1, 1]
4070 U (-13, -39) [0, 0]
4071 R (-12, -39) [0, 0]
4072 D (-12, -40) [0, 0]
4073 L (-13, -40) [0, 2]
4074 U (-13, -39) [1, 1]
4075 R (-12, -39) [1, 1]
4076 U (-12, -38) [0, 0]
4077 R (-11, -38) [0, 0]
4078 U (-11, -37) [0, 0]
4079 R (-10, -37) [0, 0]
4080 U (-10, -36) [0, 0]
4081 R (-9, -36) [0, 0]
4082 D (-9, -37) [0, 0]
4083 L (-10, -37) [1, 1]
4084 D (-10, -38) [0, 0]
4085 R (-9, -38) [0, 0]
4086 U (-9, -37) [1, 1]
4087 L (-10, -37) [0, 2]
4088 U (-10, -36) [1, 1]
4089 L (-11, -36) [0, 0]
4090 U (-11, -35) [0, 0]
4091 R (-10, -35) [0, 0]
4092 D (-10, -36) [0, 2]
4093 L (-11, -36) [1, 1]
4094 U (-11, -35) [1, 1]
4095 L (-12, -35) [0, 0]
4096 U (-12, -34) [0, 0]
4097 L (-13, -34) [1, 1]
4098 D (-13, -35) [1, 1]
4099 L (-14, -35) [1, 1]
4100 D (-14, -36) [0, 0]
4101 L (-15, -36) [0, 0]
4102 U (-15, -35) [1, 1]
4103 L (-16, -35) [1, 1]
4104 U (-16, -34) [1, 1]
4105 R (-15, -34) [0, 2]
4106 D (-15, -35) [0, 2]
4107 L (-16, -35) [0, 2]
4108 D (-16, -36) [1, 1]
4109 L (-17, -36) [1, 3]
4110 U (-17, -35) [1, 1]
4111 L (-18, -35) [1, 1]
4112 D (-18, -36) [0, 2]
4113 R (-17, -36) [0, 4]
4114 U (-17, -35) [0, 2]
4115 L (-18, -35) [0, 2]
4116 U (-18, -34) [0, 0]
4117 R (-17, -34) [0, 0]
4118 D (-17, -35) [1, 3]
4119 L (-18, -35) [1, 3]
4120 U (-18, -34) [1, 1]
4121 R (-17, -34) [1, 1]
4122 D (-17, -35) [0, 4]
4123 L (-18, -35) [0, 4]
4124 U (-18, -34) [0, 2]
4125 R (-17, -34) [0, 2]
4126 D (-17, -35) [1, 5]
4127 R (-16, -35) [1, 3]
4128 U (-16, -34) [0, 2]
4129 L (-17, -34) [1, 3]
4130 U (-17, -33) [1, 3]
4131 R (-16, -33) [1, 3]
4132 D (-16, -34) [1, 3]
4133 R (-15, -34) [1, 3]
4134 U (-15, -33) [0, 4]
4135 R (-14, -33) [0, 4]
4136 D (-14, -34) [0, 2]
4137 R (-13, -34) [0, 2]
4138 U (-13, -33) [1, 1]
4139 L (-14, -33) [1, 5]
4140 U (-14, -32) [1, 3]
4141 R (-13, -32) [0, 2]
4142 U (-13, -31) [1, 1]
4143 R (-12, -31) [1, 1]
4144 D (-12, -32) [1, 1]
4145 R (-11, -32) [0, 0]
4146 D (-11, -33) [0, 0]
4147 L (-12, -33) [0, 0]
4148 U (-12, -32) [0, 2]
4149 L (-13, -32) [1, 3]
4150 U (-13, -31) [0, 2]
4151 L (-14, -31) [0, 0]
4152 U (-14, -30) [1, 1]
4153 R (-13, -30) [0, 0]
4154 U (-13, -29) [0, 0]
4155 L (-14, -29) [1, 1]
4156 D (-14, -30) [0, 2]
4157 L (-15, -30) [0, 2]
4158 U (-15, -29) [0, 2]
4159 R (-14, -29) [0, 2]
4160 U (-14, -28) [0, 0]
4161 R (-13, -28) [0, 0]
4162 D (-13, -29) [1, 1]
4163 L (-14, -29) [1, 3]
4164 D (-14, -30) [1, 3]
4165 R (-13, -30) [1, 1]
4166 D (-13, -31) [1, 3]
4167 R (-12, -31) [0, 2]
4168 D (-12, -32) [1, 3]
4169 R (-11, -32) [1, 1]
4170 U (-11, -31) [0, 0]
4171 R (-10, -31) [0, 0]
4172 D (-10, -32) [0, 0]
4173 R (-9, -32) [0, 0]
4174 U (-9, -31) [0, 0]
4175 L (-10, -31) [1, 1]
4176 U (-10, -30) [0, 0]
4177 L (-11, -30) [0, 0]
4178 U (-11, -29) [0, 0]
4179 L (-12, -29) [0, 0]
4180 D (-12, -30) [0, 0]
4181 L (-13, -30) [0, 2]
4182 U (-13, -29) [0, 2]
4183 R (-12, -29) [1, 1]
4184 U (-12, -28) [0, 0]
4185 R (-11, -28) [0, 0]
4186 U (-11, -27) [0, 0]
4187 R (-10, -27) [0, 0]
4188 D (-10, -28) [0, 0]
4189 L (-11, -28) [1, 1]
4190 D (-11, -29) [1, 1]
4191 R (-10, -29) [0, 0]
4192 D (-10, -30) [1, 1]
4193 R (-9, -30) [0, 0]
4194 U (-9, -29) [0, 0]
4195 R (-8, -29) [0, 0]
4196 D (-8, -30) [0, 0]
4197 L (-9, -30) [1, 1]
4198 D (-9, -31) [1, 1]
4199 R (-8, -31) [0, 0]
4200 U (-8, -30) [1, 1]
4201 R (-7, -30) [0, 0]
4202 D (-7, -31) [0, 0]
4203 R (-6, -31) [0, 0]
4204 D (-6, -32) [0, 0]
4205 L (-7, -32) [0, 0]
4206 U (-7, -31) [1, 1]
4207 L (-8, -31) [1, 1]
4208 U (-8, -30) [0, 2]
4209 L (-9, -30) [0, 2]
4210 U (-9, -29) [1, 1]
4211 R (-8, -29) [1, 1]
4212 U (-8, -28) [0, 0]
4213 R (-7, -28) [0, 0]
4214 D (-7, -29) [0, 0]
4215 L (-8, -29) [0, 2]
4216 U (-8, -28) [1, 1]
4217 R (-7, -28) [1, 1]
4218 D (-7, -29) [1, 1]
4219 R (-6, -29) [0, 0]
4220 D (-6, -30) [0, 0]
4221 R (-5, -30) [0, 0]
4222 U (-5, -29) [0, 0]
4223 R (-4, -29) [0, 0]
4224 D (-4, -30) [0, 0]
4225 L (-5, -30) [1, 1]
4226 D (-5, -31) [0, 0]
4227 R (-4, -31) [0, 0]
4228 U (-4, -30) [1, 1]
4229 R (-3, -30) [0, 0]
4230 D (-3, -31) [0, 0]
4231 L (-4, -31) [1, 1]
4232 D (-4, -32) [0, 0]
4233 L (-5, -32) [0, 0]
4234 U (-5, -31) [1, 1]
4235 L (-6, -31) [1, 1]
4236 U (-6, -30) [1, 1]
4237 L (-7, -30) [1, 1]
4238 D (-7, -31) [0, 2]
4239 R (-6, -31) [0, 2]
4240 D (-6, -32) [1, 1]
4241 R (-5, -32) [1, 1]
4242 D (-5, -33) [0, 0]
4243 L (-6, -33) [0, 0]
4244 U (-6, -32) [0, 2]
4245 L (-7, -32) [1, 1]
4246 U (-7, -31) [1, 3]
4247 R (-6, -31) [1, 3]
4248 D (-6, -32) [1, 3]
4249 R (-5, -32) [0, 2]
4250 D (-5, -33) [1, 1]
4251 L (-6, -33) [1, 1]
4252 U (-6, -32) [0, 4]
4253 R (-5, -32) [1, 3]
4254 U (-5, -31) [0, 2]
4255 R (-4, -31) [0, 2]
4256 U (-4, -30) [0, 2]
4257 L (-5, -30) [0, 2]
4258 D (-5, -31) [1, 3]
4259 L (-6, -31) [0, 4]
4260 U (-6, -30) [0, 2]
4261 L (-7, -30) [0, 2]
4262 D (-7, -31) [0, 4]
4263 L (-8, -31) [0, 2]
4264 D (-8, -32) [0, 0]
4265 L (-9, -32) [1, 1]
4266 D (-9, -33) [0, 0]
4267 L (-10, -33) [0, 0]
4268 U (-10, -32) [1, 1]
4269 R (-9, -32) [0, 2]
4270 D (-9, -33) [1, 1]
4271 R (-8, -33) [0, 0]
4272 D (-8, -34) [0, 0]
4273 L (-9, -34) [0, 0]
4274 U (-9, -33) [0, 2]
4275 R (-8, -33) [1, 1]
4276 D (-8, -34) [1, 1]
4277 R (-7, -34) [0, 0]
4278 D (-7, -35) [0, 0]
4279 R (-6, -35) [0, 0]
4280 D (-6, -36) [0, 0]
4281 R (-5, -36) [0, 0]
4282 D (-5, -37) [0, 0]
4283 L (-6, -37) [0, 0]
4284 U (-6, -36) [1, 1]
4285 L (-7, -36) [0, 0]
4286 D (-7, -37) [0, 0]
4287 R (-6, -37) [1, 1]
4288 U (-6, -36) [0, 2]
4289 R (-5, -36) [1, 1]
4290 U (-5, -35) [0, 0]
4291 R (-4, -35) [0, 0]
4292 D (-4, -36) [0, 0]
4293 L (-5, -36) [0, 2]
4294 U (-5, -35) [1, 1]
4295 R (-4, -35) [1, 1]
4296 U (-4, -34) [0, 0]
4297 R (-3, -34) [0, 0]
4298 U (-3, -33) [0, 0]
4299 R (-2, -33) [0, 0]
4300 U (-2, -32) [0, 0]
4301 R (-1, -32) [0, 0]
4302 D (-1, -33) [0, 0]
4303 L (-2, -33) [1, 1]
4304 D (-2, -34) [0, 0]
4305 R (-1, -34) [0, 0]
4306 U (-1, -33) [1, 1]
4307 L (-2, -33) [0, 2]
4308 U (-2, -32) [1, 1]
4309 L (-3, -32) [0, 0]
4310 U (-3, -31) [1, 1]
4311 L (-4, -31) [1, 3]
4312 D (-4, -32) [1, 1]
4313 R (-3, -32) [1, 1]
4314 D (-3, -33) [1, 1]
4315 R (-2, -33) [1, 3]
4316 U (-2, -32) [0, 2]
4317 L (-3, -32) [0, 2]
4318 U (-3, -31) [0, 2]
4319 L (-4, -31) [0, 4]
4320 U (-4, -30) [1, 3]
4321 R (-3, -30) [1, 1]
4322 D (-3, -31) [1, 3]
4323 L (-4, -31) [1, 5]
4324 U (-4, -30) [0, 4]
4325 L (-5, -30) [1, 3]
4326 U (-5, -29) [1, 1]
4327 L (-6, -29) [1, 1]
4328 D (-6, -30) [1, 3]
4329 R (-5, -30) [0, 4]
4330 D (-5, -31) [0, 4]
4331 R (-4, -31) [0, 6]
4332 U (-4, -30) [1, 5]
4333 R (-3, -30) [0, 2]
4334 U (-3, -29) [0, 0]
4335 R (-2, -29) [0, 0]
4336 U (-2, -28) [0, 0]
4337 L (-3, -28) [0, 0]
4338 D (-3, -29) [1, 1]
4339 L (-4, -29) [1, 1]
4340 D (-4, -30) [0, 6]
4341 L (-5, -30) [1, 5]
4342 D (-5, -31) [1, 5]
4343 L (-6, -31) [1, 5]
4344 D (-6, -32) [1, 5]
4345 R (-5, -32) [0, 4]
4346 D (-5, -33) [0, 2]
4347 L (-6, -33) [0, 2]
4348 U (-6, -32) [0, 6]
4349 L (-7, -32) [0, 2]
4350 D (-7, -33) [0, 0]
4351 L (-8, -33) [0, 2]
4352 D (-8, -34) [0, 2]
4353 R (-7, -34) [1, 1]
4354 D (-7, -35) [1, 1]
4355 L (-8, -35) [0, 0]
4356 U (-8, -34) [1, 3]
4357 L (-9, -34) [1, 1]
